mtime,AL,DG,DJ,DS,FL,FR,FU,FX,GR,HV,IM,IS,KR,LM,LT,LZ,MR,MT,NS,NY,OQ,OR,OS,OZ,PS,QY,R,RU,RX,SX
2021-11-03T15:05,16659,20889,39681,41706,44730,32805,9117,22689,45666,36711,38439,35766,53973,19260,19071,27450,55368,45036,34884,29061,27423,29691,41256,47088,28701,29574,20718,11979,27891,29052
2021-11-03T15:10,11976,12920,10924,17044,14668,18688,8248,10280,12716,9108,15884,15060,14324,12784,11128,15760,18780,17204,20576,12192,8556,20128,16596,22068,18856,14312,6436,8600,14576,14516
2021-11-03T15:15,5301,7173,9456,17439,14877,14892,7020,5304,12984,11019,11037,12483,13386,11022,11982,12666,15276,12318,9105,13728,6510,14595,9729,18156,12399,5070,11064,11700,12936,14544
2021-11-03T15:20,6104,6640,6684,9916,8436,7952,4524,6592,7818,8122,8036,6394,8382,5846,7104,9126,12312,9888,6938,6870,6216,8510,11278,12494,7978,5868,4150,4720,6550,7758
2021-11-03T15:25,6849,5421,9399,17733,16098,12840,8217,8493,8532,10494,12954,7305,10893,10218,9777,15318,10392,13842,10935,11577,10668,16431,13068,14286,11175,9066,5892,0,8127,8367
2021-11-03T15:30,4228,4282,6386,0,7648,7406,3804,2556,7320,2982,8828,7214,10300,5148,6556,9408,8776,13174,4564,5534,6952,8252,9486,9198,6858,6594,3018,5824,6946,9322
2021-11-03T15:35,27840,25520,22070,68630,33720,0,26370,15860,34230,44100,43160,39800,42610,31870,34150,39490,71700,37340,36860,40780,27190,42320,63390,48780,26610,31430,17370,37890,29750,39560
2021-11-03T15:40,6146,4032,6910,10874,6690,8920,3746,3750,7286,3686,8840,5686,8746,6188,7516,9588,7704,8958,5184,7320,7212,8160,6060,8980,4316,5690,5228,6048,5632,8720
2021-11-03T15:45,16792,16200,24184,53240,38344,39776,26032,0,30984,18664,27264,34824,34824,27096,32448,32040,43512,23920,24184,36200,33120,36104,23944,48464,34832,18304,20712,29152,31768,32568
2021-11-03T15:50,14248,25376,29256,40048,33608,33264,14096,36128,23136,24152,29384,29784,36536,16264,24552,37264,36744,25680,28584,33432,40408,41664,37152,38448,34320,25016,26936,20272,20712,35792
2021-11-03T15:55,27136,21360,21728,28672,37336,25960,13640,26536,32736,18952,32480,33624,33664,20672,22512,39984,50984,34648,34192,27296,25144,49528,34776,37920,29704,19480,10152,25776,25888,37560
2021-11-03T16:00,7698,4178,3988,10060,10612,10294,5468,6334,8284,4878,6936,4778,6488,6704,4734,8784,8400,9946,8186,8652,4570,8216,8604,7898,5164,3546,3124,5554,7302,6662
2021-11-03T16:05,31311,27450,30015,56259,34686,29556,16983,15885,31653,18198,30150,32589,44631,26595,31329,44649,45900,43218,29916,26280,35568,41346,45396,45306,42228,27774,25398,32868,29187,31131
2021-11-03T16:10,2179,2419,3720,5823,3857,3546,2768,3515,2932,2689,3985,3233,4814,2859,4337,4573,5130,4561,4702,2796,2335,3932,5705,6111,3771,2979,1883,2544,2472,3757
2021-11-03T16:15,9846,15708,22560,28692,29814,27804,18468,14130,23022,20634,24966,23466,29070,13266,24288,21948,33174,26946,18870,21738,16914,27696,28482,21516,28032,13878,8910,17166,22140,15750
2021-11-03T16:20,7298,3156,5946,8898,7868,8494,3942,7054,6394,3732,11904,6828,6454,4330,6270,10552,9388,7284,6888,6078,7800,12774,7966,13670,6422,5166,5000,7092,8452,9314
2021-11-03T16:25,25083,0,19881,29133,29565,40077,9495,17280,29043,0,35613,29583,39942,19890,40572,56268,42759,37458,33390,30942,30168,32436,46746,51903,38970,27891,27009,35901,32967,29250
2021-11-03T16:30,27108,28845,29673,48528,36999,39465,18495,26091,24579,29394,37251,40050,43560,33246,32256,46674,47673,33129,47484,23319,29655,48024,34443,47313,27711,18837,16407,37476,30267,36585
2021-11-03T16:35,3282,3358,6742,9582,8770,10768,3346,8232,7688,6310,9518,5712,9010,4664,4456,7638,10914,10556,9766,7056,8000,9330,11554,11248,5560,5018,4198,6650,6220,6572
2021-11-03T16:40,2147,3130,3163,4693,4469,3978,1547,3504,3121,2804,4071,3081,3577,2695,2920,4814,4155,4467,4236,3505,3600,5402,4325,4441,2367,2257,2721,3314,3688,4151
2021-11-03T16:45,23382,23436,34380,38268,32805,28341,15723,24597,41571,31689,30753,37854,43497,26712,35946,40293,54261,39591,29691,35190,27855,33192,40959,44865,32283,21942,19746,29295,30249,37809
2021-11-03T16:50,26216,15000,26656,51784,37336,42424,19552,28496,29160,27128,33776,25712,25528,24152,36464,31872,40344,29872,25640,22280,27824,40752,31152,34352,32536,19568,12872,30688,21808,19816
2021-11-03T16:55,19704,13600,27496,53720,33656,25592,22904,29032,24584,26352,36960,21288,34512,31616,14944,38952,41640,33840,29448,40768,27656,44464,29592,32768,30568,26368,15208,26072,26400,32376
2021-11-03T17:00,5010,3796,5302,5584,9054,6640,6042,4890,9102,8160,7766,11706,9378,4572,6914,10760,8416,8350,5530,7876,7992,11102,10780,11228,5148,5278,5786,6090,6118,7378
2021-11-03T17:05,18819,27738,35226,47844,48645,16362,16857,32607,36360,35604,54378,44892,29745,19026,29250,44559,43659,44604,38556,29916,35730,30834,48501,52659,21879,20124,13293,32310,0,35163
2021-11-03T17:10,31860,16587,26919,42282,34920,40257,22086,20961,36477,33831,45333,29016,31212,24966,22869,41247,52677,31545,35442,29529,32184,29133,44694,43857,36072,27585,24174,15930,14391,36837
2021-11-03T17:15,2899,1309,2561,4386,4949,4283,2957,2209,5005,3039,4757,4490,3207,2219,3249,4851,4697,3899,4213,2998,2992,4464,6198,6392,4104,2870,2310,3675,3387,3736
2021-11-03T17:20,4934,5236,5608,9602,10008,6462,4672,6010,9234,4214,8346,6818,6122,7268,7108,6258,10290,9752,8866,6776,7592,8492,9026,10466,5704,7760,3594,6302,5164,5730
2021-11-03T17:25,2630,1934,2342,3909,4566,4454,1304,2948,3151,4625,4282,5277,4173,2386,2895,4867,6082,5569,2548,3443,3603,4604,3976,6961,3020,2039,2594,3574,3824,3537
2021-11-03T17:30,26928,15957,32625,48366,41571,31950,23634,25065,27432,31023,44280,39510,27045,26271,26163,50607,43749,39735,29790,34848,24588,40221,47196,49482,32328,33453,29097,25254,40032,37503
2021-11-03T17:35,7986,8169,8172,15888,12375,14496,7410,8730,11124,9897,8385,11538,12342,10227,6477,10116,19044,12624,12843,13014,7653,9666,12078,9237,7710,8490,8361,7653,13293,9801
2021-11-03T17:40,12892,8272,0,19824,19320,15404,14204,8640,12596,15048,20640,19188,0,6240,15372,14960,18788,13720,13128,14616,11892,15824,22576,24064,10796,10332,7308,14344,13268,11236
2021-11-03T17:45,31779,24147,25344,50544,37818,35757,24057,38178,44127,18027,47115,32985,33876,24354,35568,41247,48141,35262,28404,29034,40608,42471,47430,49266,39762,17676,16416,25839,28764,33165
2021-11-03T17:50,5586,4308,5168,10460,8670,8142,4454,5382,6628,7728,6438,8948,10666,6532,8642,8692,8228,10962,6474,7150,7672,10906,8054,9462,9382,4204,2376,8424,7352,8170
2021-11-03T17:55,2628,2156,2980,4270,5271,3973,2194,2192,2965,3324,3862,3046,4603,3459,2668,4017,4923,3639,2312,3388,3453,3283,4949,5605,3105,2829,2210,0,3670,2838
2021-11-03T18:00,0,9414,9009,17199,11652,15105,5178,9153,14607,13833,14484,10377,13101,9978,13572,12756,13293,12981,11184,6672,9462,11496,17730,20520,10452,11007,5160,6810,10269,12390
2021-11-03T18:05,22328,17624,24992,45256,23384,24736,12648,18400,30176,25104,37504,36768,37224,24640,23440,24088,35600,32944,24984,19072,25824,36304,33648,36640,26520,25296,19048,24840,27608,29800
2021-11-03T18:10,9592,19904,28656,40000,38984,31144,11368,20456,35952,27592,41952,44952,33840,27248,37592,33600,41696,42472,31664,25416,19624,28968,25648,38120,28640,24728,15056,35232,26432,19864
2021-11-03T18:15,1953,2166,3057,4507,4684,5711,2335,2623,3099,3111,3955,4664,4719,3516,3555,3684,4054,3665,3850,3832,3651,4487,4311,6424,4368,4126,1445,2766,1889,4295
2021-11-03T18:20,22158,17082,23544,44595,22140,28944,7173,27144,35487,27117,34542,35145,46305,35298,30636,36738,52290,54126,28116,28746,29817,41796,38682,36639,22599,19053,14418,32904,20808,33804
2021-11-03T18:25,20650,17850,25347,41321,34818,39242,9814,18879,27055,25879,34580,38710,26166,20734,17038,30359,38080,29155,29337,20055,19152,30051,35147,30408,29876,13517,9975,21504,23177,21154
2021-11-03T18:30,3374,4390,7412,11126,7782,8944,4588,3716,7608,5952,7328,6414,10174,6244,6710,12390,9176,8016,9110,7158,6732,7856,9680,11202,9282,4410,4720,5080,10248,6474
2021-11-03T18:35,4744,4398,5192,10926,9344,5844,3226,4868,8588,5164,9512,7530,10120,6264,8206,8558,9166,8078,10066,7358,5710,10260,8840,10016,7456,4118,4590,5448,7446,7278
2021-11-03T18:40,2440,1664,3700,4815,5086,4851,2021,2845,3703,3736,5204,4345,4847,2965,3595,4824,4385,3905,4735,2672,3131,3504,5214,7057,3674,1847,2497,2829,3622,2682
2021-11-03T18:45,18204,15942,18198,32322,30588,26970,15750,16524,28026,22776,35886,17964,24390,18612,22944,35700,22146,30222,25968,22266,16392,26568,28914,39672,29886,15192,13314,16812,12942,21312
2021-11-03T18:50,13020,12042,23832,37746,26010,20316,10188,16338,19704,21432,27504,26748,24438,22284,21294,23190,34596,28686,13224,20766,17064,20490,27276,31356,29118,20340,13710,21756,18936,23874
2021-11-03T18:55,2438,2333,4018,4698,5082,3758,2386,2094,3244,3838,3741,5651,2841,2121,2874,4611,4796,4750,4523,1954,3579,3402,4505,4136,4568,2707,2526,3628,4111,2902
2021-11-03T19:00,13008,10820,13844,20464,15548,13956,7428,10720,18064,17524,20460,14832,17672,16776,10852,16120,15156,12588,21808,12268,14752,18724,12828,19212,15416,14304,10296,14636,17196,15160
2021-11-03T19:05,1833,2740,3817,6422,3939,3748,2257,2501,3730,4124,4261,4903,4123,2223,4219,4085,5554,5009,3082,3710,3341,3756,5517,5166,1976,2429,1434,3260,2857,3961
2021-11-03T19:10,5772,4480,7172,10074,7210,10796,3068,5488,9554,5878,11746,5396,11822,4778,6400,7870,10658,9572,7680,8448,7718,9898,10400,13062,8580,5116,5432,5970,8158,8802
2021-11-03T19:15,19664,19184,20864,39008,25552,32128,17376,21472,25656,22664,22432,33456,32488,17808,14544,31192,23072,29776,35112,24216,35432,34208,35840,45168,24680,23464,16840,29272,17624,33504
2021-11-03T19:20,6506,4652,6454,10356,10426,7634,6222,5978,6858,7054,9438,7518,9122,7520,9274,8026,9990,7060,6230,8826,7514,9776,8314,10092,7962,3512,4490,7470,4266,7444
2021-11-03T19:25,5202,3372,4188,9182,6992,9670,4968,5948,6846,6884,8544,8348,9766,5822,5388,6604,10488,7844,7640,6622,4310,11846,10530,9728,7936,5972,0,5506,4238,7398
2021-11-03T19:30,14296,16744,36200,47864,42144,35056,24520,22120,25936,16840,32696,31160,44864,23352,23720,33272,39256,33072,35744,22920,34216,31256,36560,41984,31960,29688,17440,22096,25160,28216
2021-11-03T19:35,2954,2090,3838,6494,5017,5271,2251,3655,4981,4658,3792,2933,3964,3603,3149,5134,5674,3679,4450,3138,3302,5081,4882,6367,3975,1847,937,3024,3346,3949
2021-11-03T19:40,2673,2989,2594,3268,4283,3521,2000,1854,4507,3741,4997,4215,4479,4014,3697,3646,6725,5627,4118,2916,4281,4277,5619,4967,3357,3298,1972,2199,2665,3142
2021-11-03T19:45,26536,9816,27240,41280,35456,30040,17848,27032,23984,23312,38344,25920,20968,27392,26280,30200,38680,40424,33720,22096,29824,35648,47264,50568,20720,18808,16304,0,28744,27688
2021-11-03T19:50,3828,3582,5904,9852,8150,4542,5700,7030,6424,4654,9748,8822,8962,5570,8358,9446,8034,9624,6046,3684,7684,10102,9572,9180,5792,3756,5304,3120,5126,6960
2021-11-03T19:55,14904,12912,16800,32226,33324,23202,15936,14784,19434,19944,21900,33642,25194,22686,16668,19986,35844,27594,19596,19572,20868,40260,31278,27102,22380,21522,8472,15702,15798,26718
2021-11-03T20:00,25173,27720,26793,60390,39159,31725,16128,25101,35721,23832,46206,25443,37575,28953,26586,34731,44784,42345,42201,33831,30753,49950,42093,44883,29331,26253,22230,30861,29403,20061
2021-11-03T20:05,5074,6634,4620,13748,5852,6354,4876,4884,5982,6772,8562,7074,8708,3328,5738,9376,10762,9950,9260,6178,4544,8648,9044,12586,4892,6300,4474,5758,5326,7336
2021-11-03T20:10,28032,15520,20688,46280,37248,45664,7904,21624,27496,22920,21200,30736,42272,28888,30672,38384,54368,37184,26184,32088,22120,44312,31392,43352,27784,17312,17024,19776,26792,26304
2021-11-03T20:15,21798,13905,28422,35793,37782,42201,10647,26847,46071,35082,42858,32292,39906,23598,35298,34506,57024,36765,34263,18423,31878,33606,29124,43650,38601,18351,26550,27090,44955,41517
2021-11-03T20:20,5346,5806,8472,11720,9440,9594,6554,7938,8334,6552,9460,10180,9312,6688,9450,6660,9776,8374,7790,6676,5530,11052,9024,10040,8312,6604,4554,6858,6252,7488
2021-11-03T20:25,28656,14912,27936,45008,32328,24728,19232,26336,31656,17632,32064,32568,33208,17096,27728,38000,56008,40848,24352,16632,29080,34008,30624,39848,23848,13824,17304,24408,23632,27384
2021-11-03T20:30,6780,10374,20040,28206,0,21696,8022,13518,13230,19122,22026,18570,29376,11016,16668,21930,36774,25596,21876,24834,25116,28386,24984,33252,19794,16944,7032,23514,22836,24864
2021-11-03T20:35,27750,29610,42030,55540,37480,42390,24480,20230,21790,33460,48610,33850,48860,30770,30290,50040,58520,29610,32590,36360,34630,57550,46940,45240,29170,26080,0,30770,35920,42870
2021-11-03T20:40,2532,1957,3512,5516,4727,2434,1471,3222,4315,3652,3847,3193,4953,2449,4022,5810,6412,3472,2573,3861,3470,4637,4938,4391,3959,3099,1870,1841,3472,3943
2021-11-03T20:45,2207,2147,3578,6551,6182,4964,1760,1390,4337,0,3887,3750,4528,2166,3063,4756,4859,5301,3859,3717,3461,4398,4620,3926,4021,3065,2775,3571,3715,2905
2021-11-03T20:50,24770,19150,38680,53310,56820,44980,21120,32940,32600,34670,43780,45840,49610,37000,33010,49180,55090,48100,33080,38810,31980,52280,30280,61510,36010,37280,25800,27540,34360,27700
2021-11-03T20:55,14065,7710,10895,27880,22225,21870,8765,17745,21015,15000,23855,21535,14245,11645,22595,18155,26460,16655,25325,21965,14405,24275,23295,30940,18865,15095,11640,14465,24340,19210
2021-11-03T21:00,3132,2826,6824,10798,10210,8468,4212,6078,7006,7464,8774,7510,6952,5264,7558,11324,8110,9988,8448,5440,5574,7656,8126,9860,5986,4942,4474,6090,9024,6094
2021-11-03T21:05,9336,12120,9076,18488,19316,18600,8588,9672,14220,12648,16780,17240,16208,13460,11040,19328,20116,13336,17328,11092,10944,22364,16296,17768,11144,8444,9636,14220,14976,17676
2021-11-03T21:10,22020,31400,29680,46770,34220,46560,20380,36190,36860,20850,41040,42140,46770,30090,30870,39710,47300,53870,32560,36540,40040,46610,33120,62710,38150,32470,21010,21140,39200,19220
2021-11-03T21:15,13626,14340,18750,34764,33018,24132,14238,16530,17022,19374,20892,20376,26844,15594,15546,25296,40746,18132,22584,22494,17856,23280,29346,35208,22830,13188,11256,18156,18570,26700
2021-11-03T21:20,6728,2822,4940,11646,9460,7558,5576,6414,6798,4552,8498,7656,8762,7402,5078,7786,11960,8060,6178,6776,6794,8574,10468,10222,6998,7580,3006,6214,5128,5750
2021-11-03T21:25,16975,10206,25361,31087,23961,16597,15127,11172,27734,24955,36960,30912,27125,20349,31815,29876,31682,23667,20958,34181,25088,37870,36001,28476,26607,21770,15911,20391,30086,23772
2021-11-03T21:30,10053,14337,25992,55188,45972,35928,32697,31401,32670,0,41265,35478,33912,27981,29925,30456,42336,40581,30294,37872,30942,41580,45711,58149,31374,15399,22788,25776,33588,26757
2021-11-03T21:35,5598,2546,5528,11678,11244,6482,5204,9244,8372,0,9250,0,7488,4016,8740,10464,11724,7860,9422,6180,7626,10086,7856,10440,6276,5262,3762,8864,8314,5732
2021-11-03T21:40,17262,16506,26551,42987,24269,32389,18333,20461,24934,19019,29176,32767,24024,23835,17689,35336,27951,35266,24864,23205,18641,37660,26397,40901,26390,23135,7392,19852,16541,30870
2021-11-03T21:45,2641,2983,2927,4980,3831,4673,2515,2633,4831,3284,4306,4637,3319,3332,3573,4104,4328,4032,2990,3061,2874,5119,4046,4048,4289,2820,2142,4187,3019,3282
2021-11-03T21:50,28340,21000,35780,47270,31230,35410,33870,36460,40370,34280,44090,33010,44890,40670,27670,46870,51530,49610,44900,34040,43770,56200,41090,62010,32890,17600,17680,23250,32840,22800
2021-11-03T21:55,5230,12270,16890,21765,25245,19770,10480,9655,21470,19345,16440,21645,17435,19610,21410,23180,32525,20355,14240,20410,12090,10355,22515,21150,16890,17845,5665,12275,20050,19540
2021-11-03T22:00,20195,16639,16184,38087,39172,26985,22155,22673,20286,20559,24780,27468,17647,13909,25977,41559,39907,39774,18151,19089,31332,32543,30282,29379,26943,24395,16513,25095,32564,26628
2021-11-03T22:05,16644,14874,17964,28452,26820,20904,18918,12978,23304,22098,26874,19776,28410,21732,12408,19950,30504,33756,15372,21114,18906,29886,32556,32640,17088,17196,11376,12300,26052,16860
2021-11-03T22:10,21090,24010,25290,58310,48420,35230,18320,20720,33030,29450,43440,40770,46100,32500,27390,34460,43450,35360,29250,36120,45040,43180,45590,54020,33660,24430,30130,40300,39190,23950
2021-11-03T22:15,7071,5526,11712,17847,14733,13623,5232,7272,13263,7869,16830,11670,14916,10689,4674,13179,12309,13002,12453,11529,12300,12372,16317,17970,11103,6549,3927,10977,11832,8784
2021-11-03T22:20,5694,5850,4416,9052,8142,9876,5726,4708,8628,5350,6698,8050,6928,8514,6896,9132,7866,7738,5592,12030,7130,7048,10082,7896,8540,5410,3294,5324,7334,8770
2021-11-03T22:25,11392,11116,15740,22232,22544,14240,6844,9528,11620,13820,15652,18924,19372,13932,12164,17816,22344,13960,14072,16792,16948,13300,20720,17792,21932,16236,7080,16288,13296,13792
2021-11-03T22:30,4422,2792,6282,11672,9216,8618,3406,6280,8822,8510,6358,7426,9572,6782,7858,12378,10642,5420,7238,7074,7094,8680,9926,13386,8534,4036,3206,5180,6262,7614
2021-11-03T22:35,26946,18495,27936,48213,36630,38970,22392,16164,37530,27540,29673,30906,44937,30411,27117,42057,55602,44244,32553,27081,30537,45828,36486,54540,40194,22347,12303,27171,28611,28548
2021-11-03T22:40,5434,4728,5674,11184,8952,7306,4430,3778,5638,5440,9588,7176,6324,7490,7576,9024,8920,9160,7824,7192,4562,10086,10272,11432,9070,4712,4062,5150,7666,4654
2021-11-03T22:45,18648,15136,20864,44848,28688,25536,15072,16152,28552,24048,36296,34448,16800,21752,18752,37136,34528,33136,17184,36072,34832,41552,40480,39352,24096,17768,17648,28112,39944,29760
2021-11-03T22:50,5254,5488,7020,12564,8702,5482,5246,3798,8060,4990,8538,8210,9808,7020,7950,10726,9666,10328,6858,7724,8074,8146,10482,10608,9832,5538,4422,6378,7524,3210
2021-11-03T22:55,18544,12792,26808,41824,36080,28776,18536,20296,21144,31544,36088,32592,29424,23944,29560,28816,32432,36456,23520,37680,37728,36712,41008,37600,30784,17912,18216,20656,35472,21544
2021-11-03T23:00,3936,3432,4680,11494,9000,9436,3542,6732,5986,7196,8704,8246,8982,6272,8788,8524,15342,10932,6852,6816,4702,7746,11244,8418,7132,6512,3332,4532,11192,8058
2021-11-03T23:05,5798,4968,8262,8842,8718,8502,3730,6840,5936,3890,10518,6914,6428,7254,8310,9764,9010,9114,6614,7752,5438,9566,10286,12876,5732,6394,6316,5892,6152,6014
2021-11-03T23:10,4526,6308,6056,8956,6404,8014,3812,4150,9240,6622,9604,8510,10084,5122,5816,6266,11724,6308,7318,5752,7126,8618,11344,11632,5532,6612,7236,7634,7568,7312
2021-11-03T23:15,10888,8072,13272,21592,17460,15160,12228,11620,20652,10416,14264,15172,14492,14856,0,14660,24396,15508,12296,11056,13644,21776,20476,16492,13028,8660,8924,11592,13556,13432
2021-11-03T23:20,19302,15078,20892,28560,26418,22266,22710,16470,26484,17370,20082,22410,0,16542,21750,24696,32490,22170,25560,26844,19344,25974,19656,32322,27078,20628,10182,16002,21846,15252
2021-11-03T23:25,11252,7032,10800,21832,18136,18900,9740,9204,21180,13432,21596,15416,12412,13640,13440,18408,20264,19276,15624,13224,12320,19260,21676,25424,14772,10756,7856,8352,12228,12788
2021-11-03T23:30,16020,15156,23535,48591,38394,26163,15552,21699,33075,37062,40752,29988,26352,39069,28008,37062,65016,32292,31806,29115,22113,45720,31608,41202,26208,27171,15696,25749,23202,37836
2021-11-03T23:35,12565,0,19175,25520,20995,27170,11130,14350,18480,21195,20720,17645,24510,11710,18565,19265,24580,26260,22625,18255,13580,26660,18300,25000,17945,10420,5455,13215,19675,18745
2021-11-03T23:40,16205,17892,24031,37632,20174,40159,16856,20559,20489,19747,39109,26061,39151,24178,31290,22610,36428,31822,23646,27874,20958,25648,34566,29169,22337,14882,9268,17514,29967,18550
2021-11-03T23:45,15239,16184,23905,25242,22715,30674,20937,16366,19572,26362,22386,31794,23282,23037,22820,30282,47789,35987,19761,28133,16975,30478,34720,35007,10689,18263,14567,23037,26194,26502
2021-11-03T23:50,5878,5084,7396,10050,9390,8630,4080,3890,7688,7348,9524,9860,10398,7768,5522,9012,12882,7362,8320,5060,6982,7912,11848,13264,5660,6350,6040,7810,7796,4814
2021-11-03T23:55,23580,23688,26505,35820,29772,43893,24570,20799,31860,31473,38070,29997,47106,15723,27567,36486,43488,38997,41634,25992,40446,34569,48582,43830,43803,16803,11115,21843,32436,27936
2021-11-04T00:00,20832,14120,27504,41768,40664,32456,16656,29928,26184,35072,24616,30760,28096,20240,22376,39392,37448,33816,38616,24960,25856,29984,38736,44880,34536,18160,16576,30312,35968,40032
2021-11-04T00:05,1258,3068,2981,6655,3763,4119,1826,2561,4239,3311,4901,4222,4556,4682,4130,4543,4373,4637,3688,3040,3612,5743,3835,6471,3223,3380,1797,4805,3864,3438
2021-11-04T00:10,33048,16002,22221,30321,43920,40815,21123,19395,28269,37575,38475,24795,31374,31149,43299,35487,43785,54108,33345,28890,33228,34416,34983,43866,35433,21735,20610,24381,41292,33768
2021-11-04T00:15,25065,20493,30069,43911,39645,46449,18450,27450,27846,35496,46026,38790,30906,20556,21834,26676,53109,34506,29880,34866,31653,33048,48645,45243,32985,21564,18117,22491,37764,34434
2021-11-04T00:20,2966,1359,2959,4545,4840,4235,1633,0,4653,1670,4100,3024,4428,3722,4132,5388,5134,3877,3295,3129,3049,5155,3680,4543,1823,2215,1079,3238,3798,2983
2021-11-04T00:25,3942,4170,5778,11144,10072,6092,5308,6234,7772,5436,7482,6678,7888,7102,6810,10050,6978,8972,9036,6362,7410,8202,6890,8552,8704,4218,3382,6690,5942,8610
2021-11-04T00:30,2438,1683,5069,3546,5267,4965,3220,2943,3107,3687,2796,3384,3669,3222,3614,5961,6510,4620,3717,2568,3249,4600,4238,5813,4541,2879,1210,2427,2741,3212
2021-11-04T00:35,19880,18184,30840,44640,37160,26264,19856,17744,25208,23472,31656,30928,39112,29504,17560,43752,35864,43520,29232,17240,31656,44152,39032,42728,29936,21248,10016,20904,26000,28632
2021-11-04T00:40,4874,5062,6920,11940,10466,7542,4310,4626,10844,5106,8926,10792,8720,6390,5016,11852,9998,10370,8416,7056,5216,7908,10694,9806,7048,4650,4728,4336,5600,6376
2021-11-04T00:45,20784,23824,20952,42208,30448,23728,20544,20464,17368,23728,22624,35296,34920,16288,26160,46584,48424,38600,34304,26664,25200,33064,30712,46744,31248,22136,16088,34424,29528,27272
2021-11-04T00:50,21465,24831,32769,47331,45513,34317,14049,29772,33624,26730,38511,39402,43128,19971,32049,33102,49374,29871,27450,31626,33255,41427,49005,55179,23301,30294,21258,35496,27963,36396
2021-11-04T00:55,9615,4890,8577,18108,13626,6381,7125,6345,11127,15531,9837,12138,11916,12189,5925,12507,16521,10482,12165,8721,10041,9363,15741,16779,10353,7899,0,8070,11460,10899
2021-11-04T01:00,21276,24804,27036,42669,43839,30276,19494,18648,40509,28089,31896,40977,36621,34956,26271,31995,65439,43965,35973,31014,19152,34785,47016,53892,34038,26955,16146,30123,33183,31986
2021-11-04T01:05,27018,16866,33003,47250,32490,34740,12519,28323,34164,25686,38286,32571,41472,25740,23373,48456,41031,35775,26892,38601,38871,35577,38358,39294,34893,23886,12150,20007,32877,31005
2021-11-04T01:10,17703,18468,24129,71046,24570,40365,20745,31041,36810,26622,32463,37701,35604,29349,35811,38943,50283,58437,26037,43587,37233,0,41652,41535,24012,28224,15165,26775,36000,34110
2021-11-04T01:15,12810,7720,20755,29625,16495,19070,11080,15415,18335,14355,21630,18520,18950,10685,16375,25940,27475,19060,15205,20210,10195,27040,19630,23840,22525,14105,10255,18920,12445,11910
2021-11-04T01:20,3675,2581,3498,5437,4987,4166,2093,3483,2591,3342,4959,4140,3803,3427,2767,5040,4473,4412,3230,2733,2982,3816,5063,5443,2938,2767,992,3212,3630,3772
2021-11-04T01:25,2648,3298,3097,5257,4136,3818,2777,2750,4329,3647,3704,2612,4707,3077,4337,5507,4744,5018,4013,2309,3308,5065,4903,5662,2316,3188,1792,2570,3475,3277
2021-11-04T01:30,21000,27195,20398,0,30590,19691,21112,24773,25060,13594,36442,25627,30940,21091,22519,35819,34097,26936,28833,26705,22981,29792,22743,39592,29512,16457,16149,27678,22533,0
2021-11-04T01:35,4942,4990,4840,13858,9116,9802,6874,4360,8312,6032,8520,8182,8100,6670,7942,7244,12844,10598,9012,5168,5424,8886,9466,9494,7872,6086,2712,4128,4552,7164
2021-11-04T01:40,28665,24426,25974,59004,30960,41256,25002,19305,33453,32445,35676,35028,37746,29691,26712,45900,56169,52605,44559,39546,32445,34992,39276,38106,27963,27513,19089,19143,36765,26847
2021-11-04T01:45,21969,18324,44037,52461,39024,41346,9756,15309,33534,33777,54693,37944,47430,25749,34038,39474,50940,33723,44334,31617,24525,40752,45693,47781,32949,21924,18972,26451,14688,42948
2021-11-04T01:50,17154,8136,15972,28200,26400,24366,12540,20892,25962,11832,22068,13626,23148,16494,18294,29394,34878,27084,21618,25866,13740,27894,16884,40926,14052,18030,15630,20778,25692,14784
2021-11-04T01:55,24741,16488,32958,49833,50625,33714,24822,20547,31374,31482,31563,42894,34956,27612,21060,34533,51903,50391,34326,24003,26847,40050,51579,43587,19584,18306,19107,20871,28809,33858
2021-11-04T02:00,6072,4952,5154,8352,9798,5608,4684,7250,7300,6446,11250,5894,11274,5760,6774,6622,11386,9810,8154,6096,7570,6898,10000,7162,6642,5556,3538,8320,7086,8876
2021-11-04T02:05,15141,16618,15624,27377,35511,27937,16345,7854,36232,24906,31563,23835,37303,25025,19684,25970,36001,31703,19082,0,27181,37667,33194,32333,22400,16583,13545,23478,25046,21798
2021-11-04T02:10,9123,7428,9543,19530,14736,9882,4914,8256,11559,6456,11832,13218,10422,10977,8895,8658,14304,15480,10878,10008,14085,14829,11403,19839,10878,6642,5724,8715,0,12168
2021-11-04T02:15,5582,4096,6656,12058,10654,5324,4136,3440,5502,5718,6548,6590,13294,7408,4298,8746,10330,7298,6938,8020,7300,8064,8202,9788,8644,5244,4632,7868,6850,7934
2021-11-04T02:20,12412,9256,8916,24788,0,15532,9604,12796,13152,17440,16068,20820,17736,15348,14464,14448,20724,17416,10072,11524,17704,15492,18508,21924,14996,10484,6948,14004,13480,15664
2021-11-04T02:25,22824,18216,30627,53316,23454,40284,26811,25488,28215,30852,29268,26253,32652,23904,29583,45522,54927,29313,29205,25596,45621,38583,45027,49302,37233,13545,13986,25092,34263,36540
