mtime,AO,BQ,BU,C,CR,DO,DU,HW,IL,LP,LQ,NR,QS,SZ,WX
2021-11-03T00:55,6450970,7464669,6271857,10593287,8945853,7326447,7613248,8151797,6503592,7026962,8276496,8510209,9158538,8294115,9767619
2021-11-03T01:00,6225578,8952685,8536481,10091390,7869883,7257493,7708762,6894357,10077154,8004885,6976130,7590437,7948204,7533075,8300451
2021-11-03T01:05,8795496,9543501,6077040,9621457,8231777,7874049,8651671,8952119,7342153,10624451,5950593,6720065,9047134,8261127,9529119
2021-11-03T01:10,8480247,8166249,8903147,7126860,8316231,10596254,10194507,9994715,8080970,8548704,5875912,6755539,8027687,6945755,8686269
2021-11-03T01:15,6571931,8902762,8999501,8850296,10695802,9253235,7223065,8569874,10934511,8917206,10308350,7833589,7505738,9162946,9583576
2021-11-03T01:20,8988476,7751487,8088476,9450917,9581182,9104002,7811013,7546145,10077238,8124697,7582320,9556790,8680070,7605579,10030222
2021-11-03T01:25,8437317,8682224,7283077,8283438,8004301,8372095,9015115,8679900,6728823,6944333,9653973,7906851,9953147,7958568,9972944
2021-11-03T01:30,8526342,7214584,7858475,7704756,7087487,7132731,6887452,8658878,6456400,8769755,8218928,9579482,7109999,10820127,9072222
2021-11-03T01:35,9144928,8275910,10365554,8062444,9002606,6335556,7326147,7125554,9502045,8872799,7731154,7309371,7321977,8169217,7590511
2021-11-03T01:40,6196607,10153217,7220653,9361465,8178214,8632319,6873510,8590077,9011915,8980724,8957560,9074697,10057776,7878228,5982519
2021-11-03T01:45,9789086,7186199,6424274,7546657,8915898,8135780,7527229,7997649,9004025,8664094,7703933,6024927,9327005,9223028,7748015
2021-11-03T01:50,7077541,8175849,7393182,7390685,6731594,8584187,7424043,7438970,7139584,6958230,7786663,7531774,7417548,8608364,8214322
2021-11-03T01:55,9875478,7856581,9418493,8051127,8135952,7122553,6514156,7128188,10099989,7579919,6797075,8868315,7817326,10156284,8339498
2021-11-03T02:00,7693269,11031646,8128566,6908749,7401237,8904193,7987631,8103644,8275243,6510833,7950571,9078134,10006582,7361836,9608999
2021-11-03T02:05,9983681,8707414,8053251,9556574,8243425,10249925,8206508,5198881,7526288,7517852,8744257,8552416,8381097,6423960,9931727
2021-11-03T02:10,8367285,7248169,7351372,7644034,8104067,8004249,6159899,8451102,8097703,7016798,8413892,7730943,8784065,8479881,8255659
2021-11-03T02:15,9036971,9044261,8469864,8472802,9836910,5977846,8803877,8579808,8743828,9498374,10573770,8352340,6857912,9026901,9152760
2021-11-03T02:20,8890262,8441734,6214315,9347703,7083294,9207129,9171883,7331723,7441410,7742199,8033680,7620647,8513808,6890020,9525156
2021-11-03T02:25,7846427,8761983,9543760,9124564,11404483,8321081,7453703,9201126,7946209,7761340,9231866,7251881,10685189,8897110,9367300
2021-11-03T02:30,7664574,8892569,9285728,7185726,7730442,8615503,7571215,7884160,8335787,10620123,8004697,8948114,7437145,7117995,6235197
2021-11-03T02:35,10003185,8680730,9763603,7148456,8181287,7784884,7443968,7163865,9424945,10255997,6550593,7162376,8288446,7963143,8496117
2021-11-03T02:40,5867368,8959079,9008655,9262337,7513003,8559251,9343560,9790021,8038682,7380601,8483525,6931705,7827757,8455430,7792186
2021-11-03T02:45,10283651,9008217,6453971,9164258,6691459,10666072,10339101,7532252,8567929,10227736,8613088,7940853,8669275,7638321,8638812
2021-11-03T02:50,8130990,8023390,7451203,8004325,11298464,7286823,8710339,7714537,8795913,8512778,7473454,8017324,7837992,9010684,9523931
2021-11-03T02:55,7228997,8194236,8744306,9369922,8938311,9933242,8612735,9173353,8667915,10648848,8633879,8928662,8621394,7609016,7767031
2021-11-03T03:00,7940556,8242169,9201554,7902283,7403083,9251473,7744670,8623011,8107431,11570722,7533298,8589815,7343897,9360012,8771649
2021-11-03T03:05,10566875,8121543,8716784,9937882,7660957,8017716,7619836,7576858,8460139,8279975,9953980,7706611,8974902,7660905,10325981
2021-11-03T03:10,8495179,9308684,7567421,9305665,6736795,10005630,7982294,6893073,9250923,7520278,6504059,7306439,8625007,8061460,9106108
2021-11-03T03:15,7419006,9570497,5355118,7607345,6977761,6975130,8208649,8032507,10386141,10197125,7455773,6773309,7891455,6332325,9119657
2021-11-03T03:20,8699017,8149728,9211782,7229473,7593362,8717690,7439125,8390708,8519817,6807193,8236484,8153306,10763615,8557037,6959820
2021-11-03T03:25,6168316,9449975,9039108,8562496,9297776,8444096,8707055,9454286,7710283,10155738,8364535,7022293,6962609,9693473,7794615
2021-11-03T03:30,7669543,7251641,10789301,5163481,7807468,7372569,7992791,8111941,7633023,9108266,7377605,7246327,7884678,7798361,9400080
2021-11-03T03:35,10264548,8954893,8328716,6527260,7903377,8995776,9751454,8054331,8054400,8896996,8196995,9988935,6760119,8713882,6957762
2021-11-03T03:40,8151751,7206926,5672282,8825636,6674145,7905700,9170474,7254715,8835097,7701413,9601357,8587059,6602631,9320874,9588516
2021-11-03T03:45,6932181,8354242,8330522,6023004,8330059,7300231,6311774,10565369,8323267,12223730,7538377,7403481,9274493,9507818,8068131
2021-11-03T03:50,7990421,7449266,11241596,6921548,6596108,7890781,8517860,9318548,9233809,8286199,5805440,6648793,8684464,6687372,7729625
2021-11-03T03:55,8537082,8083795,7665937,9389881,10285858,5913293,6238701,7866463,8312870,7877809,9145837,9476957,6596544,8070861,9014929
2021-11-03T04:00,7957216,8315556,6055832,7109208,8499543,10987509,12161096,8974713,9292402,6737203,7307752,8096071,5891054,7179962,7788575
2021-11-03T04:05,7119048,8246729,8663403,9630962,8251143,8630044,8653090,7976131,8988974,8746015,9324309,7588525,7386135,8455339,8598835
2021-11-03T04:10,7615676,8043277,8655414,5988617,9262119,7476985,7487090,8495142,6108137,8340490,8757783,8152305,6712278,6596737,7991281
2021-11-03T04:15,8125460,7152356,8034883,9597268,8409290,5967095,7152337,7702819,8114552,5927208,8371621,6147779,6507842,10648884,10483715
2021-11-03T04:20,8762889,7591592,7897302,8653067,8541526,8620835,9973237,7214086,8403148,7970982,8034416,6522907,6979119,9545765,8127044
2021-11-03T04:25,7022978,7142380,7092335,9004614,9521196,10589642,7887163,7945285,7627520,10003659,8451596,8552681,7666172,6360566,7076107
2021-11-03T04:30,7239072,8135045,7232175,7404676,6996456,8360336,8447438,8833240,7102470,7918915,9831241,7954045,8501050,9175408,6768693
2021-11-03T04:35,6462937,9076291,9499377,7923747,7269366,10487698,5226927,9220003,8227562,7342138,9199480,9711020,8034204,10135407,8619753
2021-11-03T04:40,8016725,5735873,7577300,8495852,8916879,9570527,9747161,8209942,8535582,8596014,8172298,9118930,6435842,9532540,8232396
2021-11-03T04:45,7403110,8403932,10461396,6721903,7974327,7801946,9053483,8359944,9208838,9333635,10384619,6990814,7515432,7336098,7083146
2021-11-03T04:50,8961660,6853441,9050388,8667549,8256683,8627497,7069250,7572191,7746941,12012294,9267440,8758037,7892106,8304559,7525712
2021-11-03T04:55,8578444,8658097,4570439,8514086,6502216,7461808,8444203,7642590,8723150,8180786,7239345,7088685,7685905,8562227,7506597
2021-11-03T05:00,6496275,7922745,9663734,8231660,8397207,8682761,9320780,7896110,9016689,7297704,6546840,5533672,9544144,6276931,8380695
2021-11-03T05:05,11375149,9440301,8383401,7655299,7757992,7945647,7715957,9671512,6122921,9466063,9391467,7713482,9122651,8429783,6494084
2021-11-03T05:10,9787910,9285050,8069688,6613145,8299972,7271366,7213485,6521255,7191958,6750141,6018425,7029664,8599589,7187418,7511958
2021-11-03T05:15,7871918,10224202,8900225,8428193,5992781,7912190,9835041,6730534,7419861,9615689,8849386,7423228,9811624,11319722,10011059
2021-11-03T05:20,5554426,7923404,8698354,8907583,6390719,8259243,6568994,7539673,9695611,7966608,7838480,10423260,10198036,9197324,7733110
2021-11-03T05:25,8328678,7709490,9658329,7741464,7763475,7088537,7431163,9473857,8880041,6325192,7802284,7520726,6086131,8251461,7726798
2021-11-03T05:30,9133418,7454436,6494121,8014868,9864371,7128877,7876813,8254231,8687103,7710081,9890193,9295205,6882942,10011631,7999550
2021-11-03T05:35,7419617,8434346,7255520,8739976,8662607,7714663,8969521,8631108,6687384,7596102,9334678,7722550,7635940,9095015,9834800
2021-11-03T05:40,6479154,7338241,8325479,8294572,8298055,8397115,8343848,10894775,7618678,6871534,7624484,7819133,7308096,8970249,9447848
2021-11-03T05:45,6557969,10406322,9287564,10912331,10428918,10018348,10607313,9521111,6343212,7194885,7725191,10089197,8211549,7135495,8730622
2021-11-03T05:50,8335813,7325873,7949049,8067942,7173236,6210770,7240930,8215451,8057103,8067288,7222818,9156704,7200229,8169757,10329162
2021-11-03T05:55,8792293,7896723,7438429,8437716,6248326,8900818,8911646,6849151,6249147,7949112,6674152,7877339,7715379,8480848,9532163
2021-11-03T06:00,7744879,8330336,8541902,8326871,7244486,8322059,7409612,9919762,9269921,8903916,7935722,7356791,9796985,8338140,9274440
2021-11-03T06:05,7227373,7749598,8073679,6639860,8247546,6569822,8530421,7692387,9706119,9178137,7630598,8734789,7984175,6233928,10002658
2021-11-03T06:10,8751017,8248883,5637339,8263582,7124047,9035896,6908002,9371464,10340114,8564332,9982208,7990336,8366485,8681800,8392082
2021-11-03T06:15,9204291,7432512,8373777,8179481,8244416,6779576,8641866,8155684,8617330,7974579,10650677,9613742,6845456,9141334,8762385
2021-11-03T06:20,7966122,8027413,9917379,6614773,7570129,6691451,11478971,6492450,5185329,9011590,9516479,6295841,8868827,6215117,8145357
2021-11-03T06:25,7829476,9652205,6211109,7762799,7716580,7149733,7847078,7060253,10167823,7844113,7604921,8472599,8137109,7637903,9877055
2021-11-03T06:30,8525795,8257447,7477602,8960596,7552879,8047973,7452528,7980348,9724853,9523484,8601841,8434608,6415733,7486028,8451370
2021-11-03T06:35,9312762,6964294,8656365,7136508,8483779,7969824,7201629,8798211,7873687,9199188,9283320,7893514,7694834,6377419,8628993
2021-11-03T06:40,7408729,6289294,8416629,5553699,9304499,8370967,6836368,8221455,7095933,7461305,5884041,7683899,8097143,6003105,8513052
2021-11-03T06:45,7534227,7487036,7507434,7733395,8955426,7695978,8777749,8109245,7080187,8940244,6969463,9718842,7803635,10269277,10436936
2021-11-03T06:50,8925920,8700052,7808461,10843718,7952909,10243762,8274027,9103624,8481643,9617930,10279713,8399654,9779020,8289934,7333622
2021-11-03T06:55,8696801,9607191,8227965,8463422,5588473,8279817,8051862,8984607,8830084,6842792,8289981,7195314,7224148,9457573,7587125
2021-11-03T07:00,7553771,9058579,8349334,7003432,8197672,8515035,6863270,8300279,6504492,10009824,7513153,7533015,6516086,8566124,9217521
2021-11-03T07:05,7929750,7627023,8665379,10457982,8363757,7698023,7980123,6950479,8204639,7438121,7887907,7768765,7349524,7424197,8744817
2021-11-03T07:10,8383780,7745297,9687174,7642302,9757569,9110287,8729248,8923028,7983847,8094858,8327029,7463718,7495780,9324950,9931602
2021-11-03T07:15,7810949,7979834,7449260,9171742,9017653,8381132,8663799,7810867,8949352,7602136,9153800,7026764,9298539,6603454,8416651
2021-11-03T07:20,7711112,9466898,7326478,8946190,8701726,8412049,9291628,7011700,8314930,9161455,8231333,8612552,9080346,7766764,8675248
2021-11-03T07:25,7159817,9217031,8611491,7281874,8649638,8505864,7661524,7359008,9776179,9369610,7567152,9479739,8836548,5754076,6960582
2021-11-03T07:30,7911987,7619786,9440782,8405727,10564823,6962585,7182938,6715082,8230195,7589551,8825569,10948666,9515737,7674448,6988465
2021-11-03T07:35,8353667,9655320,7890777,6796637,5944097,8536378,8431853,8551623,7082598,6256112,7838104,7257555,6164447,9438359,8385594
2021-11-03T07:40,10361113,8675264,8734219,6797296,8481063,8203956,8772645,7465902,6822135,7994372,8509509,8294641,8115873,8303530,7281249
2021-11-03T07:45,7556160,6419334,7508447,8057943,9207817,9438702,9677344,8583968,8491105,8036057,9611219,8636104,8417045,8310505,8449649
2021-11-03T07:50,8145868,7450939,7900547,6884334,8590524,7761477,8581627,7903258,9737864,6316194,10042492,7775359,6915709,7558995,7279970
2021-11-03T07:55,8154024,7464764,9616616,9655305,8761175,8457396,6708197,9306527,6995498,10632990,9097006,9107468,7667852,7528835,7863028
2021-11-03T08:00,7242658,8841280,8030139,8233279,6930906,9324690,8458199,9295947,8913815,7629742,6709157,7590673,8098877,7008710,10470664
2021-11-03T08:05,6938870,8183287,7343641,8995591,8943948,8869970,9571792,7653089,9193940,8346202,8078586,7147291,8014685,10334726,8850448
2021-11-03T08:10,8296133,6930087,8318700,8802468,9788346,7543359,8181039,8752558,5896464,7572408,7337453,8155337,8144406,8963562,7468912
2021-11-03T08:15,8006273,6889533,9747619,7233383,7497165,8236322,7526177,10466185,9763575,5342436,8534086,8167920,8453419,7688209,8695318
2021-11-03T08:20,7283774,8454102,7187771,6652994,7635067,7682767,7645035,7724886,10183476,7930113,6680613,8872782,7623928,7813003,7041837
2021-11-03T08:25,8005831,7076662,7764374,7263378,9128778,9288044,6359181,9004633,9202629,6901263,7438352,7193244,5749844,9473465,7535159
2021-11-03T08:30,8671801,9619331,8626596,9958982,7649898,7952179,7175834,9380342,10347176,8258790,8123597,7178174,7868966,7269394,8612301
2021-11-03T08:35,8335090,8675459,7652189,8607295,10192970,8268939,9019702,6640173,8224838,8053595,8624551,7913177,9037845,8878896,8315471
2021-11-03T08:40,6524875,11100694,9985802,9157565,8424890,8251839,10330981,8539661,7948957,7494815,8342943,7615703,8512950,9455403,8840573
2021-11-03T08:45,8026086,8394056,5966517,7834977,8189313,6864034,5721573,6929957,8679199,6607827,8365392,6731593,7307190,7740686,8166332
2021-11-03T08:50,7315063,8861634,7727096,8912340,10103448,7993637,8796848,9443955,7611069,9115162,7321601,7134490,7469778,7204975,7297872
2021-11-03T08:55,6501240,8067899,7450388,10287913,6546022,9644177,8058682,8853252,8617527,10925171,5722950,8541460,8756568,9861267,8605298
2021-11-03T09:00,7888748,9646218,9737864,9079919,7717394,10550211,8791694,6599375,6772590,8218312,8603218,9229467,8256319,8400434,9666767
2021-11-03T09:05,7987207,8771727,8185010,7426700,8300537,7611852,7741497,10137067,10287265,7701387,7091620,7420477,7893105,8967432,7827612
2021-11-03T09:10,9049595,7289048,8481387,7342835,8133782,9363933,8074845,7745037,9825172,9535429,7467872,9440263,7815709,8827382,8290719
2021-11-03T09:15,8343716,8311986,10424513,7752265,7730632,7710042,7041452,8987830,8501728,8626100,9574215,10855440,8041230,8554954,8958870
2021-11-03T09:20,8590063,8819538,6053018,7319031,8717211,7112890,8718313,6306903,8901622,8692970,9367585,7600432,6249326,6554360,7681142
2021-11-03T09:25,5623914,9457509,7890535,8905354,6690721,8994578,6979577,8083595,9540128,7454763,7269543,8567735,9379652,8187530,7094254
2021-11-03T09:30,6790283,8470761,6380654,9773699,8003663,8129289,9486830,8974123,7316780,8245394,6369747,7193809,8442990,9208937,6836663
2021-11-03T09:35,9727853,8261542,8610681,8188022,8105109,8144791,8555709,7396003,6393810,7906642,7246109,8286949,9632847,8365229,9727863
2021-11-03T09:40,8251130,7024575,8053690,7720230,7857581,8595061,8727864,7670204,7485159,8487705,9234679,9255623,7627864,7541757,10804426
2021-11-03T09:45,7303347,8979956,8676802,7147975,8294287,9845367,8174309,9531573,7984534,6885931,8587917,9207074,7852667,9756008,8563532
2021-11-03T09:50,9405490,8825529,7210057,7963555,6365081,7797839,6314388,8352737,8000029,8688319,8065345,6993744,9067994,8521227,7713066
2021-11-03T09:55,6696188,7025891,8052642,10030029,8400859,7952866,6606392,7028831,9282848,8538976,8034839,6370828,6296354,9294517,8449187
2021-11-03T10:00,7464560,10386005,6911438,6812108,7056418,12703549,8086039,9293079,7005864,8301269,8713561,7560876,9413860,8001108,10186962
2021-11-03T10:05,7697620,7817105,9148927,8134585,10037228,7872685,9178654,7764279,7472577,10018360,7899826,8410660,6988746,7400091,8704985
2021-11-03T10:10,9245791,7778821,8163688,9945983,7333721,9184796,9080505,7795884,10097661,8595566,7829253,8866488,7951360,9247034,8705643
2021-11-03T10:15,5916505,8307613,9076680,9604623,8312058,8911087,9105464,5960024,7616908,10666684,7306204,7922443,8406371,7588806,7282889
2021-11-03T10:20,7736610,8305775,7934563,8037485,9825192,7332768,8468017,8712019,8955738,7144504,8915253,8512790,7058415,7610545,8309378
2021-11-03T10:25,9303445,9685447,10621701,7868580,8101337,6984016,7529344,8530425,7667914,7781586,7716168,8576172,7344811,7708274,9152859
2021-11-03T10:30,9122307,7857628,9440298,9232539,7553094,9706703,9593569,8810326,7289480,9864612,8809215,9835305,7238706,6465504,6038871
2021-11-03T10:35,7042654,7077090,8070595,6809240,9898659,9257310,6284348,7643247,6986663,8155350,8186076,9124508,7864731,8815034,6806602
2021-11-03T10:40,9258375,9798078,9529172,7993342,7649048,9104483,8770991,6971780,7421450,7822254,8997416,9235801,8047984,9422821,8865351
2021-11-03T10:45,6824141,7581944,7777404,7551491,8028366,8407197,8476951,8169736,8696723,5862304,8603474,7374816,8574462,9705388,7757692
2021-11-03T10:50,7644267,8045266,9115997,6992569,6212113,8227379,9989029,9014931,9996764,9940847,6575976,7943507,8181719,7399598,9075448
2021-11-03T10:55,8641456,7727759,8885724,7923363,8045941,8289979,8048711,8435888,9053888,8216324,7643388,7058995,9574783,9650618,7376019
2021-11-03T11:00,6411815,8485950,9034328,6782353,9036961,8258481,7821172,7943888,8884821,7815193,7721886,10016479,6467930,8154830,7501538
2021-11-03T11:05,7070886,8971205,9366255,7533746,9514262,9666238,7452919,11261554,8089186,6969430,8334844,8895470,7713717,7337705,7188670
2021-11-03T11:10,8034694,9106327,8505960,8654767,9352624,6032467,8519128,8386116,7507099,8086685,8888269,8076180,7710357,6789786,7076513
2021-11-03T11:15,9676647,8174798,8748662,9384569,6895636,7926718,7679352,9012726,8036860,9762093,7771317,9153329,10281794,8822808,7906984
2021-11-03T11:20,6519552,9566097,8834797,7523028,7225558,8082384,6800644,7598234,8177967,6957336,10220010,6831407,8375051,7906093,7598861
2021-11-03T11:25,7084314,8506365,8416587,8012144,7865069,7553612,7238228,6814674,8887072,8838409,8410750,7971945,10291323,8389436,8868069
2021-11-03T11:30,8226704,10104034,8810525,8724559,9152593,8072900,7013068,10790425,7136095,8637176,6567251,7338051,7962688,8719170,10952903
2021-11-03T11:35,7625607,9888579,7694997,8770749,7861716,7304551,8763051,7401740,6976329,8871279,8223808,8688122,7722689,8957147,8088869
2021-11-03T11:40,7892105,8170680,9107501,9267107,8262297,9242836,9366374,8686292,7977589,9620473,7895061,8568490,9689349,7330382,6851380
2021-11-03T11:45,8068313,7713077,8111561,8058562,7044650,10784678,9031411,8857997,8022732,8812646,8933420,6874940,9138661,7840670,7053758
2021-11-03T11:50,7719448,7857948,7999954,7907300,8781103,7405666,8953223,7902907,9667098,8892534,8722738,8017705,9407504,8837748,7956509
2021-11-03T11:55,7710095,8527195,6424207,8516024,9123687,6407797,6959237,7142883,8604592,7582703,8883571,6240835,8282449,6758671,8632270
2021-11-03T12:00,8817487,7368473,8797083,7889897,8543123,9716483,7109249,7497016,8688137,9712025,9493521,9265444,6982267,7993812,10188757
2021-11-03T12:05,7150243,8388358,9173923,7633799,8865209,7812359,7708521,6954153,7481746,7882056,8514730,5558533,6944711,9458776,8681260
2021-11-03T12:10,8653575,7431475,8310889,8727071,6687120,7790095,8096317,5885437,7235534,7734665,8904926,6445872,8107189,7339780,9235233
2021-11-03T12:15,9235244,7156116,8386697,8744711,6368760,7348008,9038492,6328744,9144374,7974246,7028519,5512638,8986799,7498949,8439785
2021-11-03T12:20,10145423,8267713,9015700,8234668,10104045,6881647,9187664,8583992,8578547,7607279,8395056,7854661,6528633,8045095,9446987
2021-11-03T12:25,7147279,8150544,8482023,6626538,9305722,8077356,8475655,7303426,6541297,8110814,8872715,7175963,7135673,9350600,7842655
2021-11-03T12:30,6966542,7293275,6204878,9400107,8170417,9034419,7103689,8069416,9228785,7516289,7609409,7466463,8767979,7804849,7181327
2021-11-03T12:35,6494411,7132672,7491828,9485706,8127444,6973321,9222850,6493085,8476069,9246925,7441880,7034769,8686614,7677788,8517406
2021-11-03T12:40,8748771,8302813,6984048,10032881,8450584,6857483,6701937,7217495,9732297,8113723,8573239,8686732,8462054,6738979,6721182
2021-11-03T12:45,8008397,7062664,8490289,9596345,5762052,9688554,6548625,9106541,9006312,9163115,9226887,9397944,9820527,10320598,8788860
2021-11-03T12:50,7786322,9609284,7529907,8281526,8722875,9514171,8469364,8931350,6208316,8436360,8394694,8204614,8678657,8976824,8784936
2021-11-03T12:55,9302443,8524650,8642982,7931836,9065957,8340768,8957754,7966722,9060502,8255398,9007968,8560991,9495390,8140349,6452660
2021-11-03T13:00,6496825,6945295,6735418,10066812,8778736,10960692,6841737,6777047,8511046,9724043,9261403,9286496,7047376,8150682,7340236
2021-11-03T13:05,9307221,7379223,9664094,7586379,7253103,6462014,7259494,7472903,8273364,9209923,9213368,7662295,8571494,8042499,7154798
2021-11-03T13:10,8641018,7554761,7530768,8636963,7574995,8796401,7963217,8803833,8066568,8822414,7033851,7912848,6916150,9213457,10928503
2021-11-03T13:15,9067964,8377970,8018252,9594671,8811830,9599167,9638190,9171419,7574322,6992036,7977730,8394955,8272919,7497474,8179863
2021-11-03T13:20,8416428,8009496,9101860,8925807,7688851,8737461,9310061,7808914,7266451,10373497,9847063,8397406,8101202,8940104,8711623
2021-11-03T13:25,7692973,9095904,9580430,8917884,6520644,8355637,9232816,7305197,8128228,7303188,9953921,9472107,6706886,8531115,8301218
2021-11-03T13:30,7737476,7189836,8080128,8956855,5991320,7804918,8272802,9003268,9205164,7685357,6911566,8417292,7144287,9229274,8302139
2021-11-03T13:35,8675543,6765215,6178089,8790000,8352939,9773456,6485928,10419045,8443797,7475305,7671023,8947732,7459062,7895434,8827493
2021-11-03T13:40,8968111,7335376,6754243,7026340,7555781,8506534,7246309,8115964,8128321,8728231,5699486,8068643,8155810,7346659,9301698
2021-11-03T13:45,8604030,7457097,7743724,8551425,8191303,8256494,9448441,8246619,7133856,7401377,7262267,8456914,8828698,7729966,7990868
2021-11-03T13:50,8092624,10170781,7171998,7883429,7014199,8264154,10281943,10460856,9516253,8911592,6824970,7953272,9473127,8422188,8944689
2021-11-03T13:55,9406280,7727595,8155268,5974917,7456181,9068139,6901313,9006785,8031443,9736868,6266399,7927597,8154858,8039797,7569302
2021-11-03T14:00,7359423,7065499,8823544,9062336,6951909,7002448,8242811,7681975,9521057,8487477,9014723,8324397,7442855,5761588,8329674
2021-11-03T14:05,6937675,7216705,8706069,5504617,8684879,7784206,8084938,7303180,5610363,8325428,9423002,8804439,6947208,8084125,8174932
2021-11-03T14:10,7344239,5831480,6627228,9107461,7774581,7107901,10584714,6275525,9115302,8087349,7955493,7611056,6959331,8755496,6867776
2021-11-03T14:15,7879045,9207406,7215758,7525059,7429337,8762032,6939287,6657913,8532294,6922183,7726364,9141794,9102574,7728681,9454717
2021-11-03T14:20,9778850,7248181,6514264,9472854,9502721,7372201,7034855,7528819,7854894,7372027,8937370,6100162,7827488,8111421,8423948
2021-11-03T14:25,7502196,6908909,9263333,8836743,7745838,8660302,8757164,8343668,8657293,8364501,6938539,9382404,5815581,8976172,9127962
2021-11-03T14:30,8097040,10623315,10432123,6313616,8536137,6521112,10570696,7771777,7265159,8022853,6720278,8873805,9185739,9374252,6854982
2021-11-03T14:35,8915124,7952624,10110324,8063814,7375932,8187303,8830893,7568023,7938926,9505768,7525731,7470522,8312483,6434421,8332244
2021-11-03T14:40,6817998,8566141,6938654,9837197,8245686,6915800,7339345,8902128,7147527,7659617,7926428,8885882,9306877,7485578,9026053
2021-11-03T14:45,8023886,7316581,9076874,8464045,6364318,8517268,9790380,7083128,10397425,8941921,8151656,9975973,9816430,7943598,8644194
2021-11-03T14:50,10535899,10774502,8052800,6725440,8217484,8510023,8956904,8180261,8968452,10091662,8844775,7946186,6241104,8840572,9462141
2021-11-03T14:55,8703141,9073786,8462229,8704441,8983167,8613194,6791164,7283737,9369755,9407002,8674249,7550829,10491037,8162396,8138673
2021-11-03T15:00,7045619,7363204,8185416,5337628,5270273,9994810,9466510,8329164,7463200,9463180,6551619,7672869,7555095,5902818,9050671
2021-11-03T15:05,8920232,8245457,8548408,7968492,6888238,12005060,8135822,9232711,7914676,8351020,9877011,9581793,7992721,7796292,7216441
2021-11-03T15:10,7152099,9228092,7742712,7321970,8133717,6061243,6769586,6987791,6387868,7489142,7505568,8057515,7559447,7486400,8420972
2021-11-03T15:15,7845493,9019937,7370981,8356774,9084042,8020270,9499668,8056008,8886688,10146524,9110141,9011985,9372923,8905413,8420063
2021-11-03T15:20,11092086,8459239,7950153,7081718,7534619,9698786,9249334,8717304,7774438,8078792,9331175,6999841,6361572,6463618,9208274
2021-11-03T15:25,8977000,7150282,6982259,7663975,9208369,6636241,7598089,8860146,7291330,7097863,6775878,10168141,7355460,7511178,7468426
2021-11-03T15:30,9100069,9547956,6440905,7379414,7828730,6265058,7967333,8690887,8688349,8852486,8457021,7683301,9664302,7422255,9297043
2021-11-03T15:35,8765624,9184700,6479728,10687698,10511509,8655144,9895151,7189793,8723055,7895519,9152657,9010273,7239523,10475170,8353447
2021-11-03T15:40,7482448,9160646,9294804,6208862,8188238,7346215,6304252,9547093,7048606,7571525,7771329,8362262,6529477,7295435,7318293
2021-11-03T15:45,9010407,9883504,9592806,7070701,8602591,9176653,8384741,7613055,8603701,6674799,9326604,7775081,7677874,7517548,6937101
2021-11-03T15:50,8115162,8702889,6296610,9925247,6498058,8222083,7026569,9023589,8581702,8522778,8622944,8848167,8709239,7793612,8695662
2021-11-03T15:55,8779988,8760945,8573722,8644423,8359034,7588415,9221677,6855518,7057915,11066487,8149696,7679777,5796639,8694117,8435118
2021-11-03T16:00,7804065,8088326,8776276,8759614,10646430,7441969,9509000,8739366,10057461,8850133,8377847,8848431,8984551,6952975,10211621
2021-11-03T16:05,8207558,8845701,8930177,9623792,7535082,8938894,9511876,9394356,9016711,8181381,7461380,7672308,10522458,7906015,7022470
2021-11-03T16:10,9339906,7553539,7124429,9218051,8048966,6634473,8660816,9863448,9089452,10427967,7204259,8399123,8874488,8519552,8105747
2021-11-03T16:15,8551541,8108695,6708503,6885835,7938802,10885806,7568456,8388697,8845557,8891754,7960762,9903338,5302212,8581553,7751959
2021-11-03T16:20,9129865,6135778,7644884,7907250,8003976,9118807,6607586,7658144,8260903,7022829,7804774,7226843,7491676,8722674,8425634
2021-11-03T16:25,9484459,7013518,8685181,9390824,8513232,8201325,6719074,8603851,7043909,6777228,8304526,7453217,8583813,7208938,7995522
2021-11-03T16:30,8725547,7529795,7740561,7742757,7440341,8981466,8656273,8208840,7762671,8809721,10972238,8280024,9166269,6814861,7461587
2021-11-03T16:35,9274087,7437115,8407036,8452922,11172599,9128707,6607011,7133439,8333253,6545242,8145531,8275659,8345945,9103557,8813832
2021-11-03T16:40,7838878,8915945,7959762,8037581,9143356,10315042,8514608,8929951,7532891,8994373,9633338,8059929,9239295,7943283,11236937
2021-11-03T16:45,8284411,9101821,8445086,7620372,9204770,8281539,8578033,8852583,7644955,7694453,9055569,8606712,8819705,7063402,7303603
2021-11-03T16:50,7393335,7685746,7164811,7704677,9135511,8594326,7822533,7339532,6786060,10606593,8401887,8812565,6833580,7920439,9929350
2021-11-03T16:55,9067596,7569055,8479979,9607242,7868975,9574094,7503606,8332345,6616338,9927652,7867174,8296795,7802626,9245733,8326555
2021-11-03T17:00,9556913,8815956,8566377,9532034,7263441,9457630,9126979,8922757,7118406,8837494,8302144,10077670,7981818,8946787,5908574
2021-11-03T17:05,8895207,7771597,7754724,6631748,7437581,8778949,8430284,7317235,7403866,7436679,9158744,7844324,7662703,6443097,7296209
2021-11-03T17:10,8264830,7981297,8367230,7002525,7637922,7021449,8382131,9376997,7187492,7063580,8804131,7432046,8189450,8995675,7777945
